time,O2,CH4,OH,H2O,O3_col,S8AER_col,T_time,O2_flux,ri_flux,change_during_glaciations
454118400000000.0,2.8387036505656173e-08,0.0002061590013368509,3.634646419659568e-15,0.006862265565960004,764539768958.0817,484047944741204.6,290.0,1127111111111.1108,33000000000.0,False
457272000000000.0,2.8421029224919732e-08,0.00020596236290389884,3.641355932336093e-15,0.006862265686019429,766251389129.9663,484007229967082.56,290.0,1127999999999.9998,33000000000.0,False
460425600000000.06,2.8455055227459346e-08,0.00020576476454126262,3.6480947506921154e-15,0.006862265806285316,767969551661.0787,483966422714700.8,290.0,1128888888888.8887,33000000000.0,False
463579200000000.06,2.848903016036336e-08,0.00020557832079940995,3.654622397886473e-15,0.0068622659213465505,769644387865.6595,483926935792030.5,290.0,1129777777777.7776,33000000000.0,False
466732800000000.0,2.8523117657335016e-08,0.00020537892853890512,3.661424230768915e-15,0.006862266042276596,771378528912.9214,483885563486947.5,290.0,1130666666666.6665,33000000000.0,False
469886400000000.0,2.8557256774973586e-08,0.00020517803456076056,3.668260169300724e-15,0.006862266163403613,773118430610.0477,483844122678867.2,290.0,1131555555555.5554,33000000000.0,False
473040000000000.0,2.8591394746772533e-08,0.00020498015210167257,3.67504880208987e-15,0.006862266283036072,774849426470.4175,483803094882247.4,290.0,1132444444444.4443,33000000000.0,False
476193600000000.06,2.8625571533287457e-08,0.00020478051976864178,3.6818826697952765e-15,0.00686226640320558,776590096684.1711,483761928233191.5,290.0,1133333333333.3333,33000000000.0,False
479347200000000.06,2.865967841152094e-08,0.00020459060977154558,3.688534021054662e-15,0.006862266518873331,778294612334.3032,483722458714757.06,290.0,1134222222222.2222,33000000000.0,False
482500800000000.0,2.8693917173403697e-08,0.00020439183376592582,3.695375290788884e-15,0.006862266638425643,780038571828.9192,483680794022053.4,290.0,1135111111111.1108,33000000000.0,False
485654400000000.0,2.8728248783979418e-08,0.00020418437390572718,3.702398752825851e-15,0.006862266761424064,781819411748.5983,483638367023566.56,290.0,1135999999999.9998,33000000000.0,False
488808000000000.0,2.876251650305372e-08,0.00020398769654907087,3.7092200360876506e-15,0.006862266879604018,783560567548.7915,483597219151569.44,290.0,1136888888888.8887,33000000000.0,False
